역명,지역명,상권_ID,클러스터
마곡,서울,8830e0aec3fffff,0
송정,서울,8830e0aec1fffff,0
화곡,서울,8830e0aeb9fffff,0
까치산,서울,8830e0aeb5fffff,0
금천구청,서울,8830e03605fffff,0
독산,서울,8830e03609fffff,2
가산디지털단지,서울,8830e0364bfffff,0
구로디지털단지,서울,8830e0365bfffff,2
관악산,서울,8830e03689fffff,0
낙성대,서울,8830e03699fffff,0
"서울대벤처타운, 서원",서울,8830e036c1fffff,0
신림,서울,8830e036c9fffff,0
봉천,서울,8830e036cbfffff,2
서울대입구,서울,8830e036d1fffff,0
개화산,서울,8830e0a523fffff,0
김포공항,서울,8830e0a527fffff,3
개화,서울,8830e0a52bfffff,1
방화,서울,8830e0a531fffff,0
성수,서울,8830e1c12bfffff,2
온수,서울,8830e0ac39fffff,0
구일,서울,8830e0ac87fffff,2
양천구청,서울,8830e0ac8bfffff,2
도림천,서울,8830e0ac91fffff,2
신도림,서울,8830e0ac93fffff,0
언주,서울,8830e1ca07fffff,0
남구로,서울,8830e0acb7fffff,2
목동,서울,8830e0acd1fffff,0
오목교,서울,8830e0acd3fffff,0
신정,서울,8830e0acddfffff,0
오류동,서울,8830e0ace1fffff,0
천왕,서울,8830e0add9fffff,2
우장산,서울,8830e0ae83fffff,2
증미,서울,8830e0ae93fffff,0
가양,서울,8830e0ae9bfffff,0
개봉,서울,8830e0ac85fffff,2
어린이대공원,서울,8830e1c133fffff,0
구로,서울,8830e0ac95fffff,0
용두,서울,8830e1c141fffff,0
"삼양, 삼양사거리",서울,8830e1c351fffff,2
북한산보국문,서울,8830e1c347fffff,2
안암,서울,8830e1c335fffff,0
고려대,서울,8830e1c331fffff,3
성신여대입구,서울,8830e1c32bfffff,0
신설동,서울,8830e1c327fffff,0
미아,서울,8830e1c353fffff,2
창신,서울,8830e1c325fffff,2
미아사거리,서울,8830e1c31dfffff,0
월곡,서울,8830e1c317fffff,0
정릉,서울,8830e1c30dfffff,2
길음,서울,8830e1c303fffff,0
상계,서울,8830e1c2c5fffff,2
불암산,서울,8830e1c2c1fffff,2
보문,서울,8830e1c321fffff,2
가오리,서울,8830e1c26dfffff,2
솔샘,서울,8830e1c35dfffff,2
일원,서울,8830e1c81bfffff,3
대모산입구,서울,8830e1c853fffff,2
대치,서울,8830e1c859fffff,0
학여울,서울,8830e1c85bfffff,0
"구룡, 도곡",서울,8830e1c85dfffff,3
양재시민의숲,서울,8830e1c869fffff,2
복정,서울,8830e1c883fffff,3
한성대입구,서울,8830e1c367fffff,0
장지,서울,8830e1c89dfffff,0
가락시장,서울,8830e1c8d1fffff,0
문정,서울,8830e1c8d7fffff,0
송파,서울,8830e1c8d9fffff,2
경찰병원,서울,8830e1c8dbfffff,0
매봉,서울,8830e1c84bfffff,0
청계산입구,서울,8830e1c82dfffff,0
수서,서울,8830e1c8c1fffff,0
개포동,서울,8830e1c851fffff,3
4.19민주묘지,서울,8830e1c269fffff,0
화계,서울,8830e1c265fffff,0
아차산,서울,8830e1c1e1fffff,2
사가정,서울,8830e1c1c9fffff,0
중곡,서울,8830e1c1c5fffff,0
용마산,서울,8830e1c1c1fffff,2
암사,서울,8830e1c1b1fffff,0
광나루,서울,8830e1c1a1fffff,0
군자,서울,8830e1c1edfffff,0
왕십리,서울,8830e1c16bfffff,0
응봉,서울,8830e1c161fffff,2
청량리,서울,8830e1c15dfffff,0
회기,서울,8830e1c15bfffff,0
제기동,서울,8830e1c14bfffff,2
마장,서울,8830e1c147fffff,0
상왕십리,서울,8830e1c145fffff,0
행당,서울,8830e1c169fffff,0
수유,서울,8830e1c267fffff,0
창동,서울,8830e1c203fffff,0
노원,서울,8830e1c217fffff,0
도봉,서울,8830e1c25bfffff,2
학동,서울,8830e1ca01fffff,0
쌍문,서울,8830e1c20dfffff,0
방학,서울,8830e1c257fffff,0
북한산우이,서울,8830e1c24dfffff,0
건대입구,서울,8830e1c137fffff,0
녹천,서울,8830e1c239fffff,0
월계,서울,8830e1c235fffff,0
하계,서울,8830e1c233fffff,2
마들,서울,8830e1c219fffff,2
중계,서울,8830e1c23bfffff,2
개운포,울산,8830c12237fffff,1
태화강,울산,8830c122c1fffff,3
서생,울산,8830c129d9fffff,1
남창,울산,8830c12acdfffff,2
망양,울산,8830c12155fffff,1
덕하,울산,8830c12045fffff,2
동인천,인천,8830e0aa67fffff,2
마전,인천,8830e0a041fffff,2
완정,인천,8830e0a047fffff,2
검단호수공원,인천,8830e0a051fffff,1
신검단중앙,인천,8830e0a053fffff,2
검암,인천,8830e0a067fffff,0
귤현,인천,8830e0a0a1fffff,3
계양,인천,8830e0a0a9fffff,1
아시아드경기장,인천,8830e0a119fffff,0
서구청,인천,8830e0a11dfffff,0
가정중앙시장,인천,8830e0a135fffff,2
가정,인천,8830e0a13dfffff,2
검바위,인천,8830e0a153fffff,2
경인교대입구,인천,8830e0a181fffff,2
부평시장,인천,8830e0aa97fffff,2
임학,인천,8830e0a195fffff,2
박촌,인천,8830e0a19bfffff,2
갈산,인천,8830e0a1a7fffff,2
아라,인천,8830e0a013fffff,2
독정,인천,8830e0a00dfffff,0
인천공항1터미널,인천,8830e08dc3fffff,3
공항화물청사,인천,8830e08ca1fffff,1
영종,인천,8830e0bb37fffff,1
인천,인천,8830e0b9b3fffff,2
부평,인천,8830e0af6dfffff,0
부개,인천,8830e0af63fffff,2
굴포천,인천,8830e0af4dfffff,0
송도달빛축제공원,인천,8830e01493fffff,2
삼산체육관,인천,8830e0af47fffff,2
신포,인천,8830e0ab5bfffff,2
작전,인천,8830e0a1abfffff,0
숭의,인천,8830e0ab19fffff,0
인천가좌,인천,8830e0aae9fffff,2
가재울,인천,8830e0aae7fffff,2
산곡,인천,8830e0aad7fffff,2
석남,인천,8830e0aacdfffff,2
서부여성회관,인천,8830e0aac5fffff,2
백운,인천,8830e0aabdfffff,2
인천공항2터미널,인천,8830e08c3dfffff,3
운서,인천,8830e08c99fffff,0
인하대,인천,8830e0ab13fffff,0
검단사거리,인천,8830e0a227fffff,0
계산,인천,8830e0a183fffff,2
검단오류,인천,8830e0a355fffff,1
석천사거리,인천,8830e0a8c5fffff,0
모래내시장,인천,8830e0a8c7fffff,2
청라국제도시,인천,8830e0a325fffff,1
동춘,인천,8830e0a913fffff,0
동막,인천,8830e0a915fffff,2
테크노파크,인천,8830e0a921fffff,3
부평구청,인천,8830e0aa9bfffff,2
캠퍼스타운,인천,8830e0a93dfffff,0
인천대공원,인천,8830e0a8bbfffff,2
센트럴파크,인천,8830e0a961fffff,0
국제업무지구,인천,8830e0a969fffff,2
호구포,인천,8830e0a981fffff,2
소래포구,인천,8830e0a997fffff,2
인천논현,인천,8830e0a9b9fffff,0
신연수,인천,8830e0a9c1fffff,2
남동인더스파크,인천,8830e0a9c7fffff,2
원인재,인천,8830e0a9cdfffff,1
도원,인천,8830e0aa21fffff,2
인천대입구,인천,8830e0a967fffff,0
운연,인천,8830e0a8b3fffff,1
간석오거리,인천,8830e0a8c9fffff,2
남동구청,인천,8830e0a887fffff,2
왕길,인천,8830e0a357fffff,2
동수,인천,8830e0aabbfffff,2
부평삼거리,인천,8830e0aab5fffff,3
동암,인천,8830e0aaa7fffff,0
간석,인천,8830e0aaa5fffff,2
인천시청,인천,8830e0a813fffff,0
예술회관,인천,8830e0a817fffff,0
석바위시장,인천,8830e0a819fffff,2
연수,인천,8830e0a827fffff,0
만수,인천,8830e0a88bfffff,2
지식정보단지,인천,8830e0a92dfffff,2
송도,인천,8830e0a865fffff,2
도화,인천,8830e0a85dfffff,2
문학경기장,인천,8830e0a833fffff,1
주안국가산단,인천,8830e0a85bfffff,1
시민공원,인천,8830e0a857fffff,2
선학,인천,8830e0a837fffff,2
인천터미널,인천,8830e0a83bfffff,0
주안,인천,8830e0a851fffff,0
제물포,인천,8830e0a849fffff,0
아산,충남,8830e389a1fffff,0
신창,충남,8830e3d587fffff,1
배방,충남,8830e3c6c5fffff,0
두정,충남,8830e388a1fffff,2
온양온천,충남,8830e3c609fffff,2
성환,충남,8830e38137fffff,2
천안,충남,8830e31269fffff,0
쌍용,충남,8830e389b5fffff,0
봉명,충남,8830e389b3fffff,0
탕정,충남,8830e3c6d7fffff,0
직산,충남,8830e38ab5fffff,1
