상권_ID,역명,지역,가성비_지수,클러스터
228,"강일, 상일동",서울,11,0
104,성균관대,경기,11,0
254,까치산,서울,11,0
99,서정리,경기,11,0
328,정릉,서울,10,0
182,죽전,경기,10,0
225,"강동, 굽은다리, 길동, 명일, 암사역사공원, 천호",서울,10,0
223,"강남, 고속터미널, 구반포, 논현, 동작, 반포, 사평, 신논현, 신반포, 신사, 언주, 역삼, 잠원, 학동",서울,10,0
3,갈매,경기,10,0
52,동구릉,경기,10,0
0,"가능, 경기도청북부청사, 경전철의정부, 곤제, 동오, 새말, 송산, 어룡, 의정부, 의정부시청, 의정부중앙, 탑석, 효자, 흥선",경기,10,0
17,광교,경기,10,0
165,월곶,경기,10,0
183,중동,경기,10,0
142,양평,경기,10,0
230,"개포동, 구룡, 대모산입구, 대청, 대치, 도곡, 매봉, 학여울, 한티",서울,10,0
279,"디지털미디어시티, 마포구청, 수색, 월드컵경기장",서울,10,0
240,관악산,서울,10,0
67,문산,경기,9,0
63,매교,경기,9,0
301,"신내, 양원",서울,9,0
29,금촌,경기,9,0
314,양천구청,서울,9,0
1,가천대,경기,9,0
267,"당곡, 대방, 문래, 보라매, 보라매공원, 보라매병원, 봉천, 샛강, 서울대벤처타운, 서울지방병무청, 서원, 신길, 신대방삼거리, 신림, 양평, 여의도, 영등포, 영등포구청, 영등포시장",서울,9,0
257,남성,서울,9,0
239,"공항시장, 김포공항, 송정, 신방화",서울,9,0
265,"녹사평, 이태원, 한강진",서울,9,0
95,상록수,경기,9,0
75,별내,경기,9,0
152,오산,경기,9,0
163,원종,경기,9,0
199,탄현,경기,9,0
207,풍무,경기,9,0
329,종합운동장,서울,8,0
338,한남,서울,8,0
185,지축,경기,8,0
330,중계,서울,8,0
47,덕계,경기,8,0
86,사리,경기,8,0
264,녹번,서울,8,0
282,마들,서울,8,0
61,망월사,경기,8,0
27,금릉,경기,8,0
241,광나루,서울,8,0
160,원당,경기,8,0
175,전곡,경기,8,0
302,신대방,서울,8,0
111,소새울,경기,7,0
209,하남검단산,경기,7,0
222,가좌,서울,7,0
150,오목천,경기,7,0
92,삼송,경기,7,0
164,원흥,경기,7,0
6,걸포북변,경기,7,0
15,과천,경기,7,0
326,자양,서울,7,0
4,강남대,경기,7,0
33,남위례,경기,7,0
76,별내별가람,경기,7,0
57,둔전,경기,7,0
35,녹양,경기,7,0
46,대화,경기,7,0
41,당정,경기,7,0
124,시흥대야,경기,6,0
192,청명,경기,6,0
12,고촌,경기,6,0
189,진접,경기,6,0
125,시흥시청,경기,6,0
273,독립문,서울,6,0
55,동백,경기,6,0
214,행신,경기,6,0
59,마산,경기,6,0
114,송탄,경기,6,0
108,세마,경기,6,0
48,덕소,경기,6,0
126,신갈,경기,5,0
141,양촌,경기,5,2
208,풍산,경기,5,0
200,퇴계원,경기,5,0
334,천왕,서울,5,0
155,용문,경기,5,0
197,초지,경기,5,0
211,하남풍산,경기,5,0
167,의왕,경기,5,0
291,북한산보국문,서울,5,0
72,백마,경기,5,0
60,마석,경기,5,0
49,덕정,경기,5,0
313,양재시민의숲,서울,5,0
23,구성,경기,5,0
292,불암산,서울,5,0
54,동두천중앙,경기,5,0
179,정왕,경기,5,0
217,"4.19민주묘지, 북한산우이, 솔밭공원",서울,5,0
101,석수,경기,5,0
335,청계산입구,서울,4,2
147,연천,경기,4,2
321,온수,서울,4,0
51,도심,경기,4,2
64,매탄권선,경기,4,2
31,"김량장, 명지대",경기,4,2
276,"돌곶이, 상월곡, 월곡",서울,4,0
176,전대·에버랜드,경기,4,2
107,세류,경기,4,2
266,녹천,서울,3,2
206,평택지제,경기,3,2
121,시우,경기,3,2
14,곤지암,경기,3,2
332,중앙보훈병원,서울,3,2
11,"고진, 용인중앙시장",경기,3,2
272,도봉산,서울,3,2
90,삼가,경기,3,2
26,금곡,경기,3,2
278,"둔촌오륜, 올림픽공원",서울,3,2
162,원시,경기,3,2
149,오남,경기,3,2
196,초월,경기,3,2
2,가평,경기,2,2
89,산성,경기,2,2
98,서동탄,경기,2,2
7,경기광주,경기,2,2
9,고색,경기,2,2
325,일원,서울,2,2
36,능곡,경기,2,2
45,대야미,경기,2,2
324,"월계, 하계",서울,2,2
138,양수,경기,2,2
116,수리산,경기,2,2
131,신현,경기,2,2
143,"어정, 지석",경기,2,2
105,"성남, 이매, 판교",경기,2,2
80,보평,경기,2,2
78,보산,경기,2,2
79,보정,경기,2,2
70,반월,경기,2,2
91,삼동,경기,2,2
93,상갈,경기,2,2
194,청평,경기,1,2
16,관악,경기,1,2
168,이천,경기,1,2
190,천마산,경기,1,2
195,초당,경기,1,2
274,독바위,서울,1,2
261,노들,서울,1,2
290,복정,서울,1,2
32,까치울,경기,1,2
127,신둔도예촌,경기,1,2
202,팔당,경기,1,2
122,시청·용인대,경기,1,2
136,야목,경기,1,2
112,소요산,경기,1,2
85,사릉,경기,1,2
259,남태령,서울,1,2
140,양주,경기,1,2
166,월롱,경기,1,2
173,장암,경기,1,2
201,파주,경기,1,2
5,강매,경기,0,2
193,청산,경기,0,2
186,지평,경기,0,2
188,진위,경기,0,2
13,곡산,경기,0,2
8,경마공원,경기,0,2
145,여주,경기,0,2
139,양정,경기,0,2
144,어천,경기,0,2
159,운천,경기,0,2
212,한국항공대,경기,0,2
171,임진강,경기,0,2
151,오빈,경기,0,2
154,오이도,경기,0,2
156,운길산,경기,0,2
161,원덕,경기,0,2
231,개화,서울,0,2
109,세종대왕릉,경기,0,2
128,신원,경기,0,2
132,아신,경기,0,2
102,선바위,경기,0,2
53,동두천,경기,0,2
84,부천종합운동장,경기,0,2
81,부발,경기,0,2
96,상천,경기,0,2
44,대성리,경기,0,2
40,달월,경기,0,2
42,대곡,경기,0,2
43,대공원,경기,0,2
37,능길,경기,0,2
298,서빙고,서울,0,2
39,달미,경기,0,2
24,국수,경기,0,2
