상권_ID,역명,지역,프리미엄_지수,클러스터
258,"남영, 삼각지, 숙대입구, 신용산, 용산, 이촌, 효창공원앞",서울,70.7,1
83,부천시청,경기,70.1,1
287,미아사거리,서울,69.0,1
58,마두,경기,67.2,2
22,구리,경기,65.5,2
245,구로,서울,65.4,2
243,"광흥창, 대흥, 망원, 상수, 서강대, 신촌, 이대, 합정",서울,65.1,2
82,부천,경기,64.5,2
311,압구정로데오,서울,62.4,2
19,광명,경기,61.2,2
262,노량진,서울,61.1,2
238,"공릉, 먹골, 봉화산, 석계, 태릉입구, 화랑대",서울,59.9,2
191,철산,경기,59.8,2
253,길음,서울,58.2,2
38,다산,경기,57.6,2
71,"발곡, 범골, 회룡",경기,57.0,2
148,영통,경기,56.7,2
103,선부,경기,56.6,2
317,여의나루,서울,56.4,2
204,평촌,경기,56.0,2
21,구래,경기,55.8,2
130,신천,경기,54.6,2
316,어린이대공원,서울,53.6,2
247,"구산, 불광, 역촌",서울,52.2,2
249,구파발,서울,52.0,2
56,"동천, 오리",경기,52.0,2
307,쌍문,서울,51.4,2
336,청량리,서울,51.4,2
277,둔촌동,서울,50.8,2
293,사당,서울,50.8,2
229,개봉,서울,50.0,2
333,창동,서울,49.8,2
305,"신이문, 외대앞, 회기",서울,49.6,2
203,평내호평,경기,49.2,2
73,백석,경기,49.0,2
260,"내방, 방배",서울,48.9,2
119,수지구청,경기,48.8,2
300,수서,서울,48.7,2
28,금정,경기,48.6,2
113,송내,경기,48.6,2
87,사우,경기,48.4,2
205,평택,경기,48.3,2
224,"강남구청, 봉은사, 삼성, 삼성중앙, 선릉, 선정릉, 청담",서울,48.3,2
296,"상도, 숭실대입구, 장승배기",서울,48.2,2
34,"남한산성입구, 단대오거리",경기,47.8,2
284,"목동, 신정, 신정네거리",서울,47.6,2
242,광운대,서울,47.2,2
68,미금,경기,47.1,2
20,광명사거리,경기,46.6,2
269,대림,서울,46.5,2
66,"모란, 태평",경기,45.4,2
315,양천향교,서울,45.0,2
233,"거여, 마천",서울,44.3,2
226,강동구청,서울,44.2,2
120,"수진, 신흥",경기,44.0,2
181,주엽,경기,43.6,2
62,망포,경기,43.6,2
170,일산,경기,43.4,2
77,병점,경기,43.2,2
213,한대앞,경기,43.1,2
289,방학,서울,42.6,2
303,신도림,서울,42.3,2
158,운정,경기,42.3,2
309,암사,서울,41.8,2
178,정부과천청사,경기,41.6,2
218,"가락시장, 개롱, 경찰병원, 문정, 방이, 오금, 장지",서울,40.8,2
255,낙성대,서울,40.6,2
172,장기,경기,39.8,2
135,야당,경기,39.6,2
106,성복,경기,39.4,2
187,지행,경기,39.4,2
251,군자,서울,39.2,2
297,"새절, 응암, 증산",서울,39.0,2
304,"신목동, 염창",서울,39.0,2
286,"무악재, 홍제",서울,38.8,2
215,화서,경기,38.6,2
319,오류동,서울,38.1,2
306,신풍,서울,38.0,2
123,시흥능곡,경기,37.9,2
157,운양,경기,37.7,2
341,흑석,서울,37.7,2
30,기흥,경기,37.6,2
110,소사,경기,37.4,2
182,죽전,경기,37.4,2
228,"강일, 상일동",서울,37.3,2
230,"개포동, 구룡, 대모산입구, 대청, 대치, 도곡, 매봉, 학여울, 한티",서울,36.8,2
10,고잔,경기,36.5,2
252,금천구청,서울,36.2,2
223,"강남, 고속터미널, 구반포, 논현, 동작, 반포, 사평, 신논현, 신반포, 신사, 언주, 역삼, 잠원, 학동",서울,36.2,2
331,중곡,서울,36.2,2
174,장자호수공원,경기,36.0,2
169,인덕원,경기,35.8,2
236,고덕,서울,35.8,2
97,상현,경기,35.8,2
65,명학,경기,35.6,2
240,관악산,서울,34.8,0
308,아차산,서울,34.6,0
221,"가오리, 미아, 삼양, 삼양사거리, 솔샘, 수유, 화계",서울,34.4,2
322,"용두, 제기동",서울,34.4,0
50,도농,경기,34.4,0
271,"도봉, 수락산",서울,34.0,0
146,역곡,경기,33.7,0
1,가천대,경기,33.6,0
153,오산대,경기,33.2,0
3,갈매,경기,33.2,0
283,"망우, 면목, 사가정, 상봉, 용마산, 중랑, 중화",서울,33.2,0
104,성균관대,경기,32.8,0
142,양평,경기,32.8,0
199,탄현,경기,32.4,0
254,까치산,서울,32.0,0
52,동구릉,경기,31.8,0
270,도림천,서울,31.4,0
17,광교,경기,31.4,0
210,하남시청,경기,31.4,0
248,구일,서울,31.0,0
207,풍무,경기,30.6,0
275,독산,서울,30.4,0
279,"디지털미디어시티, 마포구청, 수색, 월드컵경기장",서울,30.2,0
133,안산,경기,29.4,0
329,종합운동장,서울,29.2,0
327,장한평,서울,29.2,0
232,"개화산, 방화",서울,29.0,0
239,"공항시장, 김포공항, 송정, 신방화",서울,28.8,0
95,상록수,경기,28.8,0
99,서정리,경기,28.0,0
295,상계,서울,27.8,0
75,별내,경기,27.4,0
165,월곶,경기,27.3,0
241,광나루,서울,27.3,0
198,춘의,경기,27.2,0
301,"신내, 양원",서울,27.0,0
225,"강동, 굽은다리, 길동, 명일, 암사역사공원, 천호",서울,27.0,0
265,"녹사평, 이태원, 한강진",서울,26.5,0
152,오산,경기,26.3,0
338,한남,서울,26.2,0
67,문산,경기,26.0,0
25,군포,경기,25.9,0
160,원당,경기,25.8,0
185,지축,경기,25.6,0
328,정릉,서울,25.4,0
47,덕계,경기,25.4,0
257,남성,서울,25.4,0
46,대화,경기,25.2,0
29,금촌,경기,25.0,0
63,매교,경기,24.8,0
27,금릉,경기,24.6,0
282,마들,서울,24.6,0
183,중동,경기,24.0,0
61,망월사,경기,23.8,0
175,전곡,경기,23.6,0
267,"당곡, 대방, 문래, 보라매, 보라매공원, 보라매병원, 봉천, 샛강, 서울대벤처타운, 서울지방병무청, 서원, 신길, 신대방삼거리, 신림, 양평, 여의도, 영등포, 영등포구청, 영등포시장",서울,23.6,0
4,강남대,경기,23.4,0
264,녹번,서울,23.4,0
0,"가능, 경기도청북부청사, 경전철의정부, 곤제, 동오, 새말, 송산, 어룡, 의정부, 의정부시청, 의정부중앙, 탑석, 효자, 흥선",경기,23.2,0
163,원종,경기,23.0,0
314,양천구청,서울,22.6,0
6,걸포북변,경기,22.4,0
92,삼송,경기,22.0,0
222,가좌,서울,21.6,0
76,별내별가람,경기,21.6,0
209,하남검단산,경기,21.2,0
164,원흥,경기,21.2,0
15,과천,경기,21.2,0
302,신대방,서울,21.2,0
330,중계,서울,21.2,0
326,자양,서울,20.8,0
59,마산,경기,20.2,0
214,행신,경기,20.2,0
33,남위례,경기,20.0,0
111,소새울,경기,20.0,0
114,송탄,경기,19.9,0
273,독립문,서울,19.9,0
57,둔전,경기,19.6,0
41,당정,경기,19.6,0
192,청명,경기,19.6,0
211,하남풍산,경기,19.2,0
35,녹양,경기,19.0,0
86,사리,경기,19.0,0
189,진접,경기,18.9,0
150,오목천,경기,18.6,0
101,석수,경기,17.6,0
208,풍산,경기,17.4,0
23,구성,경기,16.4,0
155,용문,경기,16.4,0
60,마석,경기,16.4,0
12,고촌,경기,15.8,0
217,"4.19민주묘지, 북한산우이, 솔밭공원",서울,15.3,0
108,세마,경기,15.2,0
125,시흥시청,경기,15.0,0
48,덕소,경기,14.8,0
49,덕정,경기,14.6,0
141,양촌,경기,14.6,3
126,신갈,경기,14.6,0
335,청계산입구,서울,14.4,0
72,백마,경기,14.4,0
124,시흥대야,경기,13.4,0
334,천왕,서울,13.2,0
167,의왕,경기,13.1,0
313,양재시민의숲,서울,13.0,0
179,정왕,경기,12.8,0
292,불암산,서울,12.6,0
55,동백,경기,12.6,0
176,전대·에버랜드,경기,12.4,3
107,세류,경기,12.4,3
90,삼가,경기,12.2,3
54,동두천중앙,경기,11.8,3
200,퇴계원,경기,11.6,3
197,초지,경기,11.6,0
31,"김량장, 명지대",경기,10.8,3
291,북한산보국문,서울,10.8,3
272,도봉산,서울,10.4,3
196,초월,경기,10.4,3
321,온수,서울,10.4,3
105,"성남, 이매, 판교",경기,10.0,3
325,일원,서울,10.0,3
266,녹천,서울,9.8,3
276,"돌곶이, 상월곡, 월곡",서울,9.8,3
138,양수,경기,9.5,3
11,"고진, 용인중앙시장",경기,9.4,3
332,중앙보훈병원,서울,9.4,3
51,도심,경기,9.4,3
206,평택지제,경기,9.2,3
278,"둔촌오륜, 올림픽공원",서울,9.2,3
64,매탄권선,경기,8.6,3
147,연천,경기,8.4,3
2,가평,경기,8.2,3
26,금곡,경기,7.4,3
121,시우,경기,7.4,3
14,곤지암,경기,7.4,3
162,원시,경기,7.4,3
98,서동탄,경기,7.2,3
78,보산,경기,7.2,3
149,오남,경기,7.2,3
143,"어정, 지석",경기,7.2,3
79,보정,경기,6.2,3
324,"월계, 하계",서울,5.4,3
45,대야미,경기,5.4,3
36,능곡,경기,5.2,3
168,이천,경기,5.0,3
290,복정,서울,5.0,3
259,남태령,서울,5.0,3
85,사릉,경기,5.0,3
136,야목,경기,4.5,3
131,신현,경기,4.4,3
91,삼동,경기,4.4,3
116,수리산,경기,4.4,3
7,경기광주,경기,4.2,3
80,보평,경기,4.2,3
93,상갈,경기,4.2,3
70,반월,경기,4.2,3
89,산성,경기,4.2,3
9,고색,경기,4.2,3
127,신둔도예촌,경기,3.2,3
202,팔당,경기,3.2,3
194,청평,경기,3.2,3
190,천마산,경기,3.2,3
140,양주,경기,3.2,3
173,장암,경기,3.2,3
261,노들,서울,3.2,3
16,관악,경기,2.2,3
274,독바위,서울,2.2,3
166,월롱,경기,2.2,3
112,소요산,경기,2.2,3
122,시청·용인대,경기,2.2,3
195,초당,경기,2.0,3
32,까치울,경기,2.0,3
201,파주,경기,2.0,3
8,경마공원,경기,0.0,3
145,여주,경기,0.0,3
144,어천,경기,0.0,3
139,양정,경기,0.0,3
132,아신,경기,0.0,3
193,청산,경기,0.0,3
171,임진강,경기,0.0,3
186,지평,경기,0.0,3
188,진위,경기,0.0,3
156,운길산,경기,0.0,3
154,오이도,경기,0.0,3
13,곡산,경기,0.0,3
151,오빈,경기,0.0,3
159,운천,경기,0.0,3
161,원덕,경기,0.0,3
5,강매,경기,0.0,3
102,선바위,경기,0.0,3
96,상천,경기,0.0,3
109,세종대왕릉,경기,0.0,3
231,개화,서울,0.0,3
84,부천종합운동장,경기,0.0,3
212,한국항공대,경기,0.0,3
128,신원,경기,0.0,3
81,부발,경기,0.0,3
53,동두천,경기,0.0,3
43,대공원,경기,0.0,3
42,대곡,경기,0.0,3
44,대성리,경기,0.0,3
40,달월,경기,0.0,3
298,서빙고,서울,0.0,3
37,능길,경기,0.0,3
39,달미,경기,0.0,3
24,국수,경기,0.0,3
